date,stockcode,operatetype,referencenum,referenceprice
2006-04-19,sh600389,buy,11797,2.5087895199086341
2006-04-19,sh600448,buy,14756,1.8388709446788873
2006-04-19,sh600712,buy,25042,0.95939025079354856
2006-04-19,sh600777,buy,16445,2.0419757469922679
2006-04-19,sh600790,buy,17427,1.7145999670028687
2006-04-19,sh600808,buy,14768,2.62978196144104
2006-04-19,sh600993,buy,10894,2.5999110177967024
2006-04-19,sz000425,buy,32457,0.53633992334754843
2006-04-19,sz000729,buy,9967,3.1546222432885305
2006-04-19,sz000801,buy,31843,0.78271846692759495
2006-04-19,sz000816,buy,35280,0.95235217724654786
2006-04-19,sz000823,buy,6161,3.515204182919526
2006-04-19,sz000829,buy,16765,1.3127151772804253
2006-04-19,sz000917,buy,10056,2.1519159668332404
2006-04-19,sz000929,buy,9026,2.4857878214253923
2006-04-19,sz002001,buy,15671,1.5238325278008271
2006-04-19,sz002009,buy,9167,2.4074174721044912
2006-04-20,sh600215,buy,11441,2.620617195235023
2006-04-20,sh600470,buy,8478,3.4678604329231257
2006-04-20,sh600537,buy,16887,1.562396030526249
2006-04-20,sh600630,buy,7155,3.0865565414157308
2006-04-20,sh600817,buy,2674,8.6153683717937639
2006-04-20,sz000560,buy,19949,1.2018383328038311
2006-04-20,sz002033,buy,7931,3.384254306017858
2006-04-21,sh600649,sell,-9492.300000000001,2.7372441448291083
2006-04-21,sh600651,buy,5021,4.9601368260528034
2006-04-21,sh600698,buy,14184,1.8077077258336467
2006-04-21,sh600714,buy,3510,5.0770263790319738
2006-04-21,sh600815,buy,12672,2.0022621154785156
2006-04-21,sz000019,buy,6572,3.3673006844489901
2006-04-21,sz000422,buy,9770,2.0661845284367839
2006-04-21,sz000573,buy,-12,2.0782023632219051
2006-04-21,sz000797,buy,0,2.8203954458860037
2006-04-21,sz000839,buy,0,4.8128282513018581
2006-04-21,sz000978,buy,0,4.2696849408616071
2006-04-24,sh600008,sell,-2274.7000000000007,1.7386138087830685
2006-04-24,sh600016,sell,-1989.1493999999984,1.4868570118815692
2006-04-24,sh600028,sell,-1016.2260000000006,2.742211132624286
2006-04-24,sh600030,sell,-1135.636199999999,2.811170554806401
2006-04-24,sh600031,sell,-3636.7622999999985,0.54543940364307875
2006-04-24,sh600036,sell,-874.2897000000003,3.6451280701279214
2006-04-24,sh600037,sell,-331.62210000000005,8.2200315298265068
2006-04-24,sh600052,sell,-988.1190000000006,2.3274402661158433
2006-04-24,sh600054,sell,-440.2350000000001,5.6295877673551331
2006-04-24,sh600055,sell,-800.9099999999999,2.6305674152959519
2006-04-24,sh600058,sell,-478.79100000000017,4.758366098260594
2006-04-24,sh600059,sell,-797.7447000000002,2.5865633382512034
2006-04-24,sh600064,sell,-1210.5774000000001,1.8155974629476472
2006-04-24,sh600066,sell,-3239.6031000000003,1.1295061909265078
2006-04-24,sh600067,sell,-1289.0177999999996,1.7521445263152933
2006-04-24,sh600069,sell,-688.2488999999996,2.103004556627027
2006-04-24,sh600073,sell,-476.6202000000003,3.3288898850781163
2006-04-24,sh600077,buy,7588.379700000005,1.3506023006009609
2006-04-24,sh600087,sell,-1562.0283,1.0748697917549661
2006-04-24,sh600094,sell,-1072.2132000000001,1.0820082818032244
2006-04-24,sh600096,buy,505.4885999999997,8.4702579902091628
2006-04-24,sh600100,sell,-360.36900000000014,2.6996010839939117
2006-04-24,sh600102,sell,-587.5011000000004,4.1055640042267436
2006-04-24,sh600110,sell,-1115.6939999999995,1.9644515309375252
2006-04-24,sh600111,sell,-2772.3600000000006,0.61359920790963252
2006-04-24,sh600114,buy,0.32399999999999984,2.7816130765445894
2006-04-24,sh600116,sell,-1815.5744999999988,0.93226298610293956
2006-04-24,sh600117,sell,-566.6516999999994,3.4452769255242699
2006-04-24,sh600121,buy,0.0,3.7656503811889532
2006-04-24,sh600123,sell,-616.8797999999997,3.7208593648482839
2006-04-24,sh600125,sell,-740.8098,2.7146663575357586
2006-04-24,sh600128,sell,-789.4799999999996,3.1297003722513237
2006-04-24,sh600132,sell,-338.1831000000002,7.3184803820827069
2006-04-24,sh600138,sell,-678.7718999999997,2.776278460759015
2006-04-24,sh600141,sell,-747.0792000000001,2.774753929691292
2006-04-24,sh600143,sell,-2046.869999999999,1.3958400217440612
2006-04-24,sh600150,sell,-495.79289999999946,6.1397266848564023
2006-04-24,sh600151,sell,-592.7498999999998,4.6539016395761248
2006-04-24,sh600157,buy,0.48599999999999977,0.36916086814536347
2006-04-24,sh600158,sell,-1040.5259999999998,1.8361031279597437
2006-04-24,sh600159,sell,-1110.0483000000004,1.7471546724877551
2006-04-24,sh600160,sell,-1370.155499999999,1.5567146863095622
2006-04-24,sh600170,sell,-3075.5051999999996,0.64884466250470207
2006-04-24,sh600172,sell,-787.0284000000001,2.1707232484148387
2006-04-24,sh600175,sell,-2178.7622999999985,0.72734157813961398
2006-04-24,sh600176,sell,-1300.2443999999996,1.4573405286994017
2006-04-24,sh600178,sell,-919.7999999999993,3.1684204107617431
2006-04-24,sh600182,buy,0.0,3.1002603638518993
2006-04-24,sh600183,sell,-580.5756000000001,3.3467996861708835
2006-04-24,sh600188,sell,-345.69180000000006,5.4300395557463714
2006-04-24,sh600189,sell,-595.6659,3.2662735523850164
2006-04-24,sh600191,sell,-564.1001999999999,2.7685014059582884
2006-04-24,sh600197,sell,-866.9997000000003,2.749344322782127
2006-04-24,sh600200,sell,-748.6100999999999,5.7604549018351472
2006-04-24,sh600202,sell,-439.0767000000001,4.4069588589724704
2006-04-24,sh600206,sell,-1161.0900000000001,2.490993678286948
2006-04-24,sh600208,sell,-1104.2099999999991,0.72119395593403379
2006-04-24,sh600211,sell,-313.5428999999999,4.9288374932937815
2006-04-24,sh600215,sell,-1144.1000000000004,2.5028372387411593
2006-04-24,sh600216,sell,-1187.6867999999995,1.9886703747891232
2006-04-24,sh600219,sell,-659.6720999999998,4.8170321769214803
2006-04-24,sh600226,buy,0.0,0.97844465042106776
2006-04-24,sh600227,sell,-1348.893,2.0089997022547768
2006-04-24,sh600230,sell,-505.4885999999997,4.6645309073291656
2006-04-24,sh600238,sell,-1664.4527999999991,1.1491552116133015
2006-04-24,sh600240,sell,-2225.053799999998,0.72142949864683814
2006-04-24,sh600241,buy,0.3599999999999999,2.6009627858995246
2006-04-24,sh600256,sell,-2758.5,1.0058919441156524
2006-04-24,sh600258,sell,-401.7519000000002,5.8705156290995824
2006-04-24,sh600260,sell,-900.1692000000003,2.2961338898940129
2006-04-24,sh600261,sell,-3671.1710999999996,1.2784119034230927
2006-04-24,sh600262,sell,-498.1985999999997,5.8764811169625029
2006-04-24,sh600263,sell,-509.20650000000023,3.6852789571170925
2006-04-24,sh600266,sell,-594.3536999999997,3.0549844704759739
2006-04-24,sh600270,sell,-363.47940000000017,6.0834920392969645
2006-04-24,sh600276,sell,-1087.8138,1.8294524393752718
2006-04-24,sh600277,sell,-1030.0041,1.6616950912063821
2006-04-24,sh600280,sell,-2514.239999999998,1.0153923566233061
2006-04-24,sh600281,buy,0.0,2.0580990827092811
2006-04-24,sh600284,sell,-534.1382999999996,2.5904324534618386
2006-04-24,sh600300,sell,-1405.1474999999991,1.1488452949921715
2006-04-24,sh600303,buy,0.0,1.9175857355367165
2006-04-24,sh600307,sell,-2326.899999999998,1.507915139245837
2006-04-24,sh600308,sell,-793.8081000000002,3.7644131183624268
2006-04-24,sh600309,sell,-629.1999999999998,5.4317548658650994
2006-04-24,sh600312,sell,-1060.208999999999,3.4612613951685121
2006-04-24,sh600315,sell,-1181.198699999999,2.3432316841690732
2006-04-24,sh600316,sell,-305.6696999999999,5.8617478300680474
2006-04-24,sh600317,sell,-2093.9795999999988,1.0412765642708797
2006-04-24,sh600318,sell,-423.9135000000001,2.5702961226091721
2006-04-24,sh600320,sell,-605.5802999999996,5.6913696838573848
2006-04-24,sh600322,buy,3396.1193999999996,1.7045306681213555
2006-04-24,sh600325,sell,-660.9843000000001,3.692573167575246
2006-04-24,sh600328,sell,-407.78999999999996,5.7607983928176463
2006-04-24,sh600330,sell,-591.1199999999999,3.4335834512860597
2006-04-24,sh600331,sell,-328.4874,6.3319161253269867
2006-04-24,sh600332,sell,-525.0,6.2323845748503546
2006-04-24,sh600335,sell,-1399.8986999999997,0.94393467721304203
2006-04-24,sh600348,sell,-1098.0926999999992,2.3118560981521044
2006-04-24,sh600361,buy,632.3346000000001,6.6143468923396389
2006-04-24,sh600362,sell,-684.0,9.6148500442504883
2006-04-24,sh600365,sell,-560.8926000000001,2.5860588108235372
2006-04-24,sh600366,sell,-912.1247999999996,2.7946084248085103
2006-04-24,sh600367,sell,-297.94230000000016,5.8098469523236336
2006-04-24,sh600368,sell,-1745.1000000000004,1.7148790326546648
2006-04-24,sh600370,sell,-3212.8199999999997,1.0631324435421488
2006-04-24,sh600371,sell,-861.3899999999994,2.6007271945238983
2006-04-24,sh600372,sell,-1865.4300000000003,1.129292200911429
2006-04-24,sh600375,sell,-729.8747999999996,2.4932855711508433
2006-04-24,sh600376,buy,6901.442999999999,1.6646743936777106
2006-04-24,sh600378,sell,-544.7816999999995,2.2297776349410703
2006-04-24,sh600386,sell,-536.4710999999998,2.6524072151403009
2006-04-24,sh600387,sell,-1360.3999999999996,2.1647452528429638
2006-04-24,sh600389,sell,-1179.699999999999,2.4216470510020542
2006-04-24,sh600391,sell,-523.1304,3.8428269980315375
2006-04-24,sh600392,sell,-919.6334999999999,2.3777374649699405
2006-04-24,sh600393,sell,-501.33330000000024,2.50996994972229
2006-04-24,sh600396,sell,-878.4449999999997,2.2012877510870856
2006-04-24,sh600405,buy,0.0,2.0039301280455217
2006-04-24,sh600406,sell,-1450.1996999999992,1.6781872704541287
2006-04-24,sh600410,sell,-1003.1000000000004,3.1827995703441498
2006-04-24,sh600415,sell,-1814.3351999999995,1.3124110221862793
2006-04-24,sh600416,sell,-661.1301000000003,2.9268996975385266
2006-04-24,sh600418,sell,-587.9385000000002,3.1789286990874097
2006-04-24,sh600420,sell,-442.21140000000014,5.6609278382621149
2006-04-24,sh600423,sell,-527.7231000000002,3.5391373233606274
2006-04-24,sh600425,sell,-1473.163199999999,0.88333791472065459
2006-04-24,sh600432,sell,-758.1599999999999,4.3320986770163357
2006-04-24,sh600436,sell,-940.2299999999996,4.5498162829895996
2006-04-24,sh600438,sell,-1458.2916000000005,1.8483908088956493
2006-04-24,sh600448,sell,-1475.6000000000004,1.7777605199532731
2006-04-24,sh600449,sell,-843.4529999999995,2.2209296391738578
2006-04-24,sh600452,sell,-459.0513000000001,3.1842620372772217
2006-04-24,sh600458,sell,-902.6477999999997,1.538950102355926
2006-04-24,sh600459,sell,-682.3999999999996,4.1849570274353027
2006-04-24,sh600460,sell,-643.9499999999998,2.6860097454802316
2006-04-24,sh600463,sell,-689.5610999999999,2.347019283081528
2006-04-24,sh600468,sell,-904.6890000000003,1.9167493163857983
2006-04-24,sh600469,sell,-380.9753999999998,4.5588636741282311
2006-04-24,sh600470,sell,-847.8000000000002,3.5071405028818941
2006-04-24,sh600475,sell,-376.1999999999998,7.0482270645582643
2006-04-24,sh600479,sell,-728.9270999999999,3.5728591301406887
2006-04-24,sh600480,sell,-679.7699999999995,3.0873376461897299
2006-04-24,sh600481,sell,-2700.0,0.66812517544261762
2006-04-24,sh600482,sell,-647.7893999999997,3.4818960959692942
2006-04-24,sh600485,buy,1027.3796999999995,7.1579305962663504
2006-04-24,sh600486,sell,-1111.0499999999993,2.7736146787389715
2006-04-24,sh600487,sell,-1745.5175999999992,1.5387098060617066
2006-04-24,sh600491,sell,-1051.217999999999,2.2920972815181031
2006-04-24,sh600493,sell,-932.5529999999999,1.9138764971738054
2006-04-24,sh600495,sell,-1499.4801000000007,1.5567738670028357
2006-04-24,sh600496,sell,-1585.4292000000005,0.91882838902153363
2006-04-24,sh600498,sell,-661.0410000000002,2.8639860633047673
2006-04-24,sh600501,sell,-464.22720000000027,5.6873844905241757
2006-04-24,sh600508,sell,-492.3666000000003,5.9619561828600212
2006-04-24,sh600512,sell,-2680.649999999998,1.067900471442951
2006-04-24,sh600517,sell,-2501.2718999999997,0.84642897472993217
2006-04-24,sh600518,sell,-3858.669900000001,0.48879465894509583
2006-04-24,sh600519,buy,185.79999999999995,25.109502668832995
2006-04-24,sh600525,sell,-1427.3091000000004,1.9456404207083715
2006-04-24,sh600528,sell,-1273.7816999999995,2.0139694113707254
2006-04-24,sh600531,sell,-1278.2286000000004,1.4814984010182886
2006-04-24,sh600532,sell,-852.5699999999997,2.4295123677197816
2006-04-24,sh600533,sell,-1131.2621999999992,2.8652949980161742
2006-04-24,sh600535,sell,-682.5626999999995,3.3013236836224236
2006-04-24,sh600537,sell,-1688.699999999999,1.5346619416803282
2006-04-24,sh600546,sell,-2314.4291999999987,1.2700714810280627
2006-04-24,sh600547,sell,-915.7698,2.6431790522028527
2006-04-24,sh600549,sell,-653.6943000000001,7.8698617870631677
2006-04-24,sh600550,sell,-617.0985000000001,6.2187437284194367
2006-04-24,sh600557,sell,-779.5196999999998,1.9952770525655756
2006-04-24,sh600558,buy,0.0,1.5417157708603162
2006-04-24,sh600562,sell,-2278.8899999999994,1.0688857728283279
2006-04-24,sh600565,sell,-1846.1195999999982,1.3140565671759306
2006-04-24,sh600566,sell,-869.6700000000001,2.8157226145803422
2006-04-24,sh600572,buy,0.0,0.61901358808920603
2006-04-24,sh600580,sell,-1031.4621000000006,2.6282847922221664
2006-04-24,sh600582,sell,-2420.279999999999,1.096521531814048
2006-04-24,sh600584,sell,-627.5231999999996,2.9643477758297032
2006-04-24,sh600585,sell,-847.3895999999995,3.4980104339252267
2006-04-24,sh600586,sell,-1162.7549999999992,1.1650996965171452
2006-04-24,sh600588,sell,-950.032799999999,2.5448493968048447
2006-04-24,sh600589,sell,-877.1328000000003,1.8173676881758865
2006-04-24,sh600592,sell,-604.6325999999999,3.7878213180973179
2006-04-24,sh600594,sell,-1449.0,1.7150328770666021
2006-04-24,sh600595,sell,-1729.619999999999,1.1873831531264363
2006-04-24,sh600596,sell,-747.6300000000001,3.9920240030655272
2006-04-24,sh600598,sell,-572.7753000000002,2.8758990927980861
2006-04-24,sh600600,sell,-293.4953999999998,7.6517299347751697
2006-04-24,sh600604,sell,-411.22890000000007,2.8793771762408071
2006-04-24,sh600606,sell,-1408.2299999999996,1.9492648549545379
2006-04-24,sh600612,sell,-482.52509999999984,3.1461489130232523
2006-04-24,sh600616,sell,-626.2919999999995,8.0975241413113341
2006-04-24,sh600618,sell,-244.44000000000005,4.512994581774616
2006-04-24,sh600622,sell,-780.0299999999997,2.1437264817449355
2006-04-24,sh600626,sell,-969.2055,1.4994485702159852
2006-04-24,sh600628,sell,-594.2079000000003,5.8399499435699367
2006-04-24,sh600630,sell,-715.5,3.2159950898252627
2006-04-24,sh600634,sell,-336.7979999999998,2.8833961815155553
2006-04-24,sh600636,sell,-716.3999999999996,5.0335194581088443
2006-04-24,sh600639,sell,-365.08320000000003,5.1858306467907456
2006-04-24,sh600651,sell,-502.09999999999945,4.6429561037490155
2006-04-24,sh600663,sell,-518.2461000000003,4.0986445641299598
2006-04-24,sh600664,buy,0.0,2.8920954639975123
2006-04-24,sh600666,sell,-1218.6900000000005,1.7915536545441919
2006-04-24,sh600675,sell,-1483.2963,1.9031093587980632
2006-04-24,sh600684,sell,-3152.844000000001,0.85230435655520875
2006-04-24,sh600686,sell,-751.6719000000003,3.3536408225965779
2006-04-24,sh600688,sell,-1036.2734999999993,2.532064640395487
2006-04-24,sh600689,sell,-455.625,2.7769152326679762
2006-04-24,sh600692,sell,-712.6704,2.1173534780057222
2006-04-24,sh600693,sell,-2191.592700000001,1.1776071878172807
2006-04-24,sh600694,sell,-153.89190000000008,19.679591979145528
2006-04-24,sh600697,sell,-582.1794,4.5627876682389088
2006-04-24,sh600698,sell,-1418.3999999999996,1.784631303278053
2006-04-24,sh600702,sell,-568.4741999999997,3.7837955921627784
2006-04-24,sh600704,sell,-1180.1052,1.4349740621277447
2006-04-24,sh600708,sell,-691.5293999999994,2.4866177401846317
2006-04-24,sh600712,sell,-2504.2000000000007,0.93346068581036412
2006-04-24,sh600713,sell,-1420.0920000000006,1.1314449098196366
2006-04-24,sh600714,sell,-351.0,4.7308659553527832
2006-04-24,sh600716,buy,0.0,1.4143834395030903
2006-04-24,sh600717,sell,-471.2984999999999,4.9281567751329316
2006-04-24,sh600718,sell,-628.5599999999995,3.6850872365387177
2006-04-24,sh600720,sell,-1492.5869999999995,1.2672024546116425
2006-04-24,sh600723,sell,-935.5985999999994,2.5492232663232053
2006-04-24,sh600725,sell,-729.5102999999999,1.9708352285420638
2006-04-24,sh600732,sell,-719.9603999999999,2.1067143650863724
2006-04-24,sh600736,sell,-1067.620499999999,1.8386541194331796
2006-04-24,sh600737,sell,-617.1390000000001,4.0644198350646494
2006-04-24,sh600739,sell,-1419.5817000000006,2.1397463425014105
2006-04-24,sh600741,sell,-2006.9099999999999,1.1783326790529383
2006-04-24,sh600743,buy,0.0,0.91115379050098599
2006-04-24,sh600748,sell,-681.0317999999997,2.8650878004460933
2006-04-24,sh600749,sell,-346.12919999999986,4.4851091157361491
2006-04-24,sh600754,sell,-388.4112,6.3061411359849444
2006-04-24,sh600755,sell,-1694.1231000000007,1.3673062442536905
2006-04-24,sh600758,sell,-592.8957,2.7304902202417933
2006-04-24,sh600761,sell,-698.7060000000001,4.3464354584299265
2006-04-24,sh600765,sell,-1246.2659999999996,1.3609710360340814
2006-04-24,sh600771,sell,-752.3999999999996,3.6395125052174517
2006-04-24,sh600775,sell,-332.27819999999974,4.1379485608393436
2006-04-24,sh600787,sell,-961.9154999999992,1.8688784031672505
2006-04-24,sh600790,sell,-1742.699999999999,1.7146002627654826
2006-04-24,sh600791,buy,0.0,1.6425775086609717
2006-04-24,sh600793,sell,-470.6423999999997,4.1729548939279795
2006-04-24,sh600801,sell,-1225.5300000000007,1.5412338269517496
2006-04-24,sh600802,buy,0.0,1.7436535425884305
2006-04-24,sh600808,sell,-1476.7999999999993,2.4356358030025858
2006-04-24,sh600810,sell,-746.0999999999995,3.5314569006650935
2006-04-24,sh600811,sell,-950.9804999999997,2.0754612033610167
2006-04-24,sh600815,sell,-1267.199999999999,1.9826965746690641
2006-04-24,sh600817,sell,-267.4000000000001,8.4153689842151849
2006-04-24,sh600818,sell,-418.88340000000017,6.101924827703793
2006-04-24,sh600820,sell,-1426.1427000000003,1.368055749319917
2006-04-24,sh600821,sell,-1117.2330000000002,1.9135229728176517
2006-04-24,sh600822,sell,-294.2973000000002,4.3323410199623655
2006-04-24,sh600824,sell,-2161.776600000001,1.7631709906098116
2006-04-24,sh600825,sell,-1002.2291999999998,2.2874785991764774
2006-04-24,sh600826,sell,-668.6387999999997,1.9010927675292972
2006-04-24,sh600831,sell,-590.4899999999998,4.3070913257775105
2006-04-24,sh600832,sell,-553.3109999999997,5.3860044961076809
2006-04-24,sh600834,sell,-305.96129999999994,5.2384112176204978
2006-04-24,sh600835,sell,-653.9129999999996,3.4555640309447626
2006-04-24,sh600836,sell,-1279.3950000000004,1.4164302638978459
2006-04-24,sh600837,sell,-676.2204000000002,2.0688229735738983
2006-04-24,sh600839,sell,-1706.3999999999996,1.6590227053955398
2006-04-24,sh600844,sell,-1017.1736999999994,1.5115350484848022
2006-04-24,sh600846,sell,-979.7759999999998,1.5858378156305355
2006-04-24,sh600848,sell,-547.5519000000004,2.468938842920342
2006-04-24,sh600850,buy,0.0,3.1208888012668021
2006-04-24,sh600859,sell,-601.7894999999999,4.9618574974209224
2006-04-24,sh600865,sell,-622.2015000000001,5.63707763030928
2006-04-24,sh600869,sell,-1204.307999999999,0.87847771976585531
2006-04-24,sh600870,sell,-569.4947999999995,3.2800053747344324
2006-04-24,sh600871,sell,-900.3878999999997,1.9454947143332704
2006-04-24,sh600875,sell,-394.8299999999999,7.1172270236352713
2006-04-24,sh600877,sell,-1210.6502999999993,1.36422743539989
2006-04-24,sh600879,sell,-427.6314000000002,5.5527529158544109
2006-04-24,sh600880,sell,-1034.2322999999997,1.7101098828327206
2006-04-24,sh600881,sell,-1858.2210000000014,1.0581736619617694
2006-04-24,sh600885,sell,-302.46209999999974,4.5912855043547225
2006-04-24,sh600887,sell,-1935.7999999999993,2.1194657168650082
2006-04-24,sh600893,sell,-531.8054999999995,2.4111850895814491
2006-04-24,sh600895,buy,0.0,4.0947567864381744
2006-04-24,sh600896,buy,7143.4000000000015,2.530171532729995
2006-04-24,sh600961,buy,1804.9310999999998,7.6106854203118521
2006-04-24,sh600963,sell,-904.1058000000003,2.8280699421188764
2006-04-24,sh600966,sell,-1308.1175999999996,1.4451881490643852
2006-04-24,sh600971,sell,-653.8401000000003,2.92201324973556
2006-04-24,sh600973,sell,-884.0339999999997,2.7231161764692797
2006-04-24,sh600978,sell,-1138.2605999999996,1.6676518271195087
2006-04-24,sh600992,sell,-757.7550000000001,3.4144679250489944
2006-04-24,sh600993,sell,-1089.3999999999996,2.8121118832515957
2006-04-24,sh600995,sell,-1177.4079000000002,2.0816524073988085
2006-04-24,sh600997,sell,-900.4769999999999,2.6359696134106527
2006-04-24,sh601607,sell,-647.3519999999999,3.0522341368984636
2006-04-24,sz000001,sell,-1364.1047999999992,1.6235976316167484
2006-04-24,sz000002,sell,-1301.1191999999992,2.3080690153310903
2006-04-24,sz000006,sell,-2481.5159999999996,1.2007723304425877
2006-04-24,sz000009,sell,-966.0599999999995,1.7140391707727238
2006-04-24,sz000014,sell,-603.2474999999995,3.1072464788205632
2006-04-24,sz000019,sell,-657.1999999999998,3.3320393879224532
2006-04-24,sz000023,sell,-417.5999999999999,3.2963139758347091
2006-04-24,sz000024,sell,-643.7879999999996,4.68808433316714
2006-04-24,sz000025,sell,-382.2876000000001,2.8000081168661324
2006-04-24,sz000029,sell,-523.6406999999999,3.6253075250936684
2006-04-24,sz000031,sell,-1117.9943999999996,2.2488394172178392
2006-04-24,sz000032,sell,-593.406,2.8277350749283032
2006-04-24,sz000033,sell,-603.6300000000001,2.3200091927060162
2006-04-24,sz000036,buy,2755.1826,2.3300857760682629
2006-04-24,sz000042,sell,-802.2645000000002,3.3360274396073137
2006-04-24,sz000046,sell,-2917.2959999999985,1.4455718724930926
2006-04-24,sz000048,sell,-735.9983999999995,1.9000678010011218
2006-04-24,sz000049,sell,-332.2053000000001,4.1238165491468877
2006-04-24,sz000055,buy,0.0,2.0973049544448017
2006-04-24,sz000056,sell,-347.14980000000014,3.1499476111871259
2006-04-24,sz000059,sell,-466.1954999999998,3.5558043334470573
2006-04-24,sz000060,sell,-851.5448999999999,4.3916208108266197
2006-04-24,sz000061,sell,-2023.7769000000008,1.9670594541520336
2006-04-24,sz000069,sell,-1089.9279000000006,2.3526021527008654
2006-04-24,sz000070,buy,0.0,4.2922623811576166
2006-04-24,sz000078,sell,-2334.4199999999983,0.64844682848412238
2006-04-24,sz000089,sell,-613.9637999999995,3.825491097472542
2006-04-24,sz000090,sell,-1038.4604999999992,2.161547566247096
2006-04-24,sz000099,buy,1702.652399999999,4.066212229957606
2006-04-24,sz000155,sell,-497.3238000000001,4.0466568774640912
2006-04-24,sz000157,sell,-4114.330199999997,0.68845085566033282
2006-04-24,sz000158,sell,-745.0379999999996,2.0455619125591231
2006-04-24,sz000400,sell,-851.7636000000002,2.686843922804834
2006-04-24,sz000410,sell,-547.4061000000002,5.3072147139236465
2006-04-24,sz000417,sell,-1942.9307999999983,0.92078823799304443
2006-04-24,sz000418,buy,0.0,1.9108990228082037
2006-04-24,sz000419,sell,-1622.6082000000006,1.504737842543221
2006-04-24,sz000422,sell,-977.0,2.2172120914179354
2006-04-24,sz000425,sell,-3245.7000000000007,0.55054744970148195
2006-04-24,sz000426,sell,-1890.8640000000014,1.0619237818170049
2006-04-24,sz000501,sell,-747.6300000000001,3.8101167650133339
2006-04-24,sz000514,sell,-754.5599999999995,2.1388539945377829
2006-04-24,sz000516,sell,-3886.6635000000024,0.43530463942265607
2006-04-24,sz000523,sell,-902.9394000000002,1.6825093136402796
2006-04-24,sz000526,sell,-444.4470000000001,3.82001198031903
2006-04-24,sz000527,sell,-2157.84,1.4548041469688466
2006-04-24,sz000528,sell,-956.3022000000001,2.6884412526627464
2006-04-24,sz000530,sell,-965.1230999999989,2.1370887519780042
2006-04-24,sz000531,buy,0.0,2.0353350549660618
2006-04-24,sz000543,buy,0.0,1.4288371511235509
2006-04-24,sz000550,sell,-318.06269999999995,4.6208624420444337
2006-04-24,sz000553,buy,0.0,1.0946166814516174
2006-04-24,sz000554,buy,0.0,3.7906360807630635
2006-04-24,sz000559,sell,-2126.5999999999985,1.1249935175764803
2006-04-24,sz000560,sell,-1994.8999999999978,1.1327329874038696
2006-04-24,sz000563,sell,-1396.3266000000003,0.89304392144739209
2006-04-24,sz000564,buy,2618.057700000001,2.3551116860848036
2006-04-24,sz000568,sell,-1071.6299999999992,3.5036556546224653
2006-04-24,sz000576,sell,-683.8748999999998,3.0599695260431541
2006-04-24,sz000586,buy,0.0,2.1099809044608975
2006-04-24,sz000589,sell,-1165.6710000000003,2.3902495724368831
2006-04-24,sz000591,sell,-1295.1000000000004,1.7084965960626874
2006-04-24,sz000594,sell,-491.83200000000033,3.3000532850538007
2006-04-24,sz000595,sell,-1278.1000000000004,2.2399414187477378
2006-04-24,sz000598,sell,-2875.7700000000004,0.673611525766734
2006-04-24,sz000599,sell,-764.8667999999998,2.6627765239902939
2006-04-24,sz000601,sell,-1077.2999999999993,2.3412928077753898
2006-04-24,sz000602,sell,-720.1062000000002,4.4823329912022212
2006-04-24,sz000607,sell,-567.2349000000004,2.7943948314090048
2006-04-24,sz000608,sell,-654.1316999999999,3.2175854032105056
2006-04-24,sz000609,buy,0.0,2.0160623842588858
2006-04-24,sz000610,sell,-589.3559999999998,2.9843249320983887
2006-04-24,sz000612,sell,-1087.0118999999995,2.535182637827845
2006-04-24,sz000616,sell,-1832.7059999999983,1.138621593804094
2006-04-24,sz000617,sell,-232.69680000000017,9.3346822777795531
2006-04-24,sz000619,sell,-608.8607999999995,4.9047051200773302
2006-04-24,sz000623,sell,-1013.1641999999993,3.0251430718984049
2006-04-24,sz000628,buy,0.0,3.4230886442466031
2006-04-24,sz000629,sell,-1585.7937000000002,1.531779645053053
2006-04-24,sz000630,sell,-2592.1052999999993,1.170705859182068
2006-04-24,sz000651,sell,-3567.798899999998,0.89595401411532238
2006-04-24,sz000657,sell,-505.70730000000003,4.6126528119706744
2006-04-24,sz000663,sell,-605.0699999999997,2.4094109267075692
2006-04-24,sz000667,sell,-2532.4002,0.69084799289703369
2006-04-24,sz000668,buy,0.0,5.7961970361214865
2006-04-24,sz000670,buy,0.0,0.69666365623908333
2006-04-24,sz000690,sell,-3360.6899999999987,1.04776641636303
2006-04-24,sz000695,sell,-538.326,3.4807222501482542
2006-04-24,sz000698,buy,732.8636999999999,3.3479576172553163
2006-04-24,sz000709,sell,-1993.6692000000003,1.7682070842357231
2006-04-24,sz000711,buy,0.0,2.0121632025998717
2006-04-24,sz000712,sell,-1623.5558999999994,0.80424201488494873
2006-04-24,sz000718,sell,-3279.7710000000006,0.8011982729706103
2006-04-24,sz000721,sell,-1240.6851000000006,1.4563732317608251
2006-04-24,sz000722,buy,0.0,2.4918054097983111
2006-04-24,sz000723,buy,0.0,2.133719429537746
2006-04-24,sz000728,buy,0.0,2.12830960464089
2006-04-24,sz000736,buy,2968.123499999998,2.3765368531813054
2006-04-24,sz000751,buy,0.0,4.2700281730051906
2006-04-24,sz000753,buy,0.0,1.080217166219499
2006-04-24,sz000755,sell,-591.1199999999999,4.5118628139550365
2006-04-24,sz000759,sell,-1253.0781000000006,2.4560244579511532
2006-04-24,sz000761,buy,3537.9098999999987,3.4294372063623086
2006-04-24,sz000762,sell,-597.9258,4.2251402137985856
