date,fundvalue,benchmarkvalue,timing_position_ratio,alpha_position_ratio,alpha_stock,deposit,cash
2008-08-21,1.0994917956453756,0.8711190081282756,0.0,0.5278572937221461,9685766.4381805491,953152.1923828125,11350917.282344151
2008-08-22,1.0996710433869668,0.8616294523713143,0.0,0.556975101720726,10217924.776097082,1010070.5712890625,10765425.520353191
2008-08-25,1.0993442862149476,0.8645454578021057,0.0,0.5506103052089022,10089068.035219718,1008231.0205078125,10889586.668571422
2008-08-26,1.084314876166995,0.8418729782302642,0.0,0.5338351951054446,9634242.0519838054,979242.6123046875,11072812.859051405
2008-08-27,1.0892842171134927,0.8390322014408077,0.0,0.5450640326780176,9907246.4962197281,976621.81640625,10901816.029643873
2008-08-28,1.0873862260224427,0.8418944721277885,0.0,0.5393144988828051,9770725.1839712895,981065.44921875,10995933.887258818
2008-08-29,1.0926575928525124,0.858813751795636,0.0,0.5553744083723834,10120175.026180292,1004488.7548828125,10728488.075987143
2008-09-01,1.0943741240640261,0.8329386814926796,0.0,0.5400008041555774,9863097.0669500846,969851.3671875,11054534.047142936
2008-09-02,1.109694177411922,0.8256844910782414,0.0,0.5368735208285611,9959487.489378104,959872.1630859375,11274523.895774398
2008-09-03,1.1211215215090304,0.8155751946093306,0.0,0.5527869278602235,10349222.227488413,1010681.982421875,11062526.220270321
2008-09-04,1.125854371102633,0.8158402860121298,0.0,0.5458989486069176,10253669.903030824,1013017.4560546875,11250400.06296715
2008-09-05,1.1108591629984264,0.7889872433718194,0.0,0.5325711986167342,9863353.1358279977,982543.4692382812,11371286.654902248
2008-09-08,1.0950161703852983,0.7678408305242004,0.0,0.5460422547049922,9943429.4208520763,1020729.609375,10936164.37747889
2008-09-09,1.0949959956970647,0.7686862571601547,0.0,0.5635148614541269,10285580.348214639,1026791.953125,10587547.612601655
2008-09-10,1.0993897328057982,0.7704702506546685,0.0,0.569314988249114,10444776.990075536,1028726.3671875,10514291.298852928
2008-09-11,1.1039588915391523,0.7447563845831439,0.0,0.5471753044905051,10078689.553371565,994622.34375,11005865.93366148
2008-09-12,1.103767756090936,0.7450035644046729,0.0,0.5435504559972842,10001546.632628681,997368.046875,11076440.442315038
2008-09-16,1.1095881695622538,0.7116772762933058,0.0,0.5259960120172023,9738606.392459549,960312.01171875,11492844.987066779
2008-09-17,1.118307150903022,0.6910467169862691,0.0,0.5382280705688357,10049295.08655146,983861.4074707031,11332986.524038279
2008-09-18,1.1080553145863008,0.6791498447065905,0.0,0.5563450243928603,10277624.205196833,1023834.5947265625,10859647.49180262
2008-09-19,1.1061971569527533,0.743362863560321,0.0,0.5658918547530853,10363890.690367142,1119479.4580078125,10640572.990680113
2008-09-22,1.096548577257151,0.8011527893705512,0.0,0.54156206367423,9833935.7789145205,1059652.8515625,11037382.914666001
2008-09-23,1.0866671915818242,0.7886505056439393,0.0,0.531620497500162,9634840.9717324805,955565.9912109375,11142936.868693067
2008-09-24,1.0932529140992566,0.7941314495126259,0.0,0.5807495373447975,10610431.304004455,1026648.046875,10227978.931105679
2008-09-25,1.087246427373049,0.8230371593665032,0.0,0.5816234792425052,10527333.257810391,1067294.4140625,10150300.875588087
2008-09-26,1.0882901467663366,0.8217045377199992,0.0,0.5547110746699937,10058259.069873797,1009646.9604492188,10697896.905003715
2008-10-06,1.0926966277946182,0.7787024134064603,0.0,0.5413376876178594,9884038.4883055314,957914.9780273438,11011979.08955949
2008-10-07,1.0996973694948264,0.7730065305625312,0.0,0.5745858332043757,10571122.372649454,1009175.9765625,10413649.040684571
2008-10-08,1.1113393624645733,0.7494993713034974,0.0,0.5462655242656002,10155222.89739128,970982.40234375,11100581.949556436
2008-10-09,1.112575199204209,0.7431801654313647,0.0,0.5403482553258473,10005416.664794259,1017603.0249023438,11228484.294387579
2008-10-10,1.1050692796714883,0.7166674428351885,0.0,0.5393540754022708,9952657.101613868,972549.580078125,11176178.911737772
2008-10-13,1.0888582153034636,0.7428183514897063,0.0,0.5831216168614252,10569609.696441336,1072164.5947265625,10135390.014901375
