code,date,high,low,close,preclose,ATR_25
sz002252,2008-06-23,1.7779197708,1.45744606081,1.54559504986,0.0,
sz002252,2008-06-24,1.70022904873,1.56128234238,1.70022904873,1.54559504986,
sz002252,2008-06-25,1.86009212767,1.72562769145,1.79659497738,1.70022904873,
sz002252,2008-06-26,1.97513454024,1.74953291031,1.8989379406,1.79659497738,
sz002252,2008-06-27,1.89520234141,1.77791930578,1.85859799385,1.8989379406,
sz002252,2008-06-30,1.92508324237,1.76372587195,1.85785102844,1.85859799385,
sz002252,2008-07-01,1.94226484728,1.77791930321,1.8899730444,1.85785102844,
sz002252,2008-07-02,2.000533218,1.87578002378,1.99455702305,1.8899730444,
sz002252,2008-07-03,2.08644107381,1.93479493108,1.99455702305,1.99455702305,
sz002252,2008-07-04,2.03190887948,1.93554254708,2.00800395012,1.99455702305,
sz002252,2008-07-07,2.10511834016,1.97812392051,2.0363919735,2.00800395012,
sz002252,2008-07-08,2.05282693515,1.93479686037,1.96393096447,2.0363919735,
sz002252,2008-07-09,2.05282736985,1.96393138034,2.03713989258,1.96393096447,
sz002252,2008-07-10,2.11034889978,1.94226801395,1.94226801395,2.03713989258,
sz002252,2008-07-11,1.96467930928,1.88549455343,1.92732799053,1.94226801395,
sz002252,2008-07-14,1.97962009507,1.89072390751,1.97737896442,1.92732799053,
sz002252,2008-07-15,1.98709050829,1.88101274014,1.8899769783,1.97737896442,
sz002252,2008-07-16,1.92209888219,1.83245580019,1.86756598949,1.8899769783,
sz002252,2008-07-17,1.95347396891,1.8825065478,1.89744699001,1.86756598949,
sz002252,2008-07-18,1.96467942221,1.84142009174,1.94973897934,1.89744699001,
sz002252,2008-07-21,2.12529008534,1.91238754082,2.09540891647,1.94973897934,
sz002252,2008-07-22,2.12827903392,2.06776991161,2.0700109005,2.09540891647,
sz002252,2008-07-23,2.18206529657,2.06029998628,2.08868694305,2.0700109005,
sz002252,2008-07-24,2.16338801384,2.08644439907,2.16338801384,2.08868694305,
sz002252,2008-07-25,2.2111978287,2.11632545645,2.1320130825,2.16338801384,0.132880939584
sz002252,2008-07-28,2.16562738412,2.0842015753,2.09615397453,2.1320130825,0.123319023537
sz002252,2008-07-29,2.15666324425,2.06926123224,2.1514339447,2.09615397453,0.120629744063
sz002252,2008-07-30,2.27095858736,2.16637499539,2.22165489197,2.1514339447,0.119016206612
sz002252,2008-07-31,2.26722468562,2.16637611389,2.16637611389,2.22165489197,0.114026084284
sz002252,2008-08-01,2.25975442323,2.13275990278,2.24556088448,2.16637611389,0.114265119709
sz002252,2008-08-04,2.28366062388,2.16712449731,2.18131804466,2.24556088448,0.112472269955
sz002252,2008-08-05,2.19476359206,2.06776918426,2.0901799202,2.18131804466,0.110978224504
sz002252,2008-08-06,2.14994280984,2.02444230634,2.06926393509,2.0901799202,0.111008116875
sz002252,2008-08-07,2.17982228265,2.05432186929,2.17085790634,2.06926393509,0.109962287701
sz002252,2008-08-08,2.21119814005,2.04162311554,2.04162311554,2.17085790634,0.112890635385
sz002252,2008-08-11,2.05432359193,1.87727818695,1.89744794369,2.04162311554,0.114892674799
sz002252,2008-08-12,1.94152195652,1.87503664018,1.91238796711,1.89744794369,0.112830884461
sz002252,2008-08-13,1.96692071047,1.81527428417,1.94824504852,1.91238796711,0.115340885297
sz002252,2008-08-14,1.97962109689,1.91238871077,1.94974005222,1.94824504852,0.111306945309
sz002252,2008-08-15,1.97812548252,1.91238723499,1.93629205227,1.94974005222,0.110769084976
sz002252,2008-08-19,1.90491633257,1.79435651688,1.89371097088,1.93629205227,0.112890658889
sz002252,2008-08-20,2.05432273292,1.84963750317,2.03415298462,1.89371097088,0.116834957353
sz002252,2008-08-21,2.03191250395,1.92956979227,1.93479895592,2.03415298462,0.117432561767
sz002252,2008-08-22,1.98111438118,1.9071587722,1.94226896763,1.93479895592,0.116954466949
sz002252,2008-08-25,1.95347299897,1.86756503582,1.86756503582,1.94226896763,0.115460412257
sz002252,2008-08-26,1.86383018875,1.69948438867,1.71442496777,1.86756503582,0.113667536362
sz002252,2008-08-27,1.73310122987,1.5709965024,1.64345800877,1.71442496777,0.117731360568
sz002252,2008-08-28,1.66960435553,1.60685411439,1.65839898586,1.64345800877,0.115370757802
sz002252,2008-08-29,1.73833023612,1.66586859376,1.73384797573,1.65839898586,0.115490263222
sz002252,2008-09-01,1.7330999342,1.67707299851,1.70695400238,1.73384797573,0.113966367421
sz002252,2008-09-02,1.71517130184,1.67333789368,1.67856705189,1.70695400238,0.112382671394
sz002252,2008-09-03,1.68827943916,1.53140389021,1.53513896465,1.67856705189,0.115161612872
sz002252,2008-09-04,1.61282942812,1.53140356844,1.57024896145,1.53513896465,0.113637661552
sz002252,2008-09-05,1.56053694164,1.49405168716,1.50376296043,1.57024896145,0.112651609654
sz002252,2008-09-08,1.542607444,1.46939898797,1.49927997589,1.50376296043,0.110500167078
sz002252,2008-09-09,1.58294692207,1.50899142178,1.55754804611,1.49927997589,0.109185399862
sz002252,2008-09-10,1.6023696003,1.53140212763,1.55754804611,1.55754804611,0.106944322456
sz002252,2008-09-11,1.58593432175,1.52542532593,1.54708898067,1.55754804611,0.104344662149
sz002252,2008-09-12,1.56576477977,1.52393140769,1.54036605358,1.54708898067,0.100997980498
sz002252,2008-09-16,1.6120792459,1.48284401109,1.57472801208,1.54036605358,0.0993843889105
sz002252,2008-09-17,1.65316535307,1.55978727943,1.61058497429,1.57472801208,0.0960376956571
sz002252,2008-09-18,1.65092308504,1.49330097386,1.61730694771,1.61058497429,0.0996831674507
sz002252,2008-09-19,1.77941203117,1.71890309694,1.77941203117,1.61730694771,0.100101513737
sz002252,2008-09-22,1.93479337929,1.71815630807,1.77194201946,1.77941203117,0.106077701142
sz002252,2008-09-23,1.69425012591,1.5948959589,1.5948959589,1.77194201946,0.110530013663
sz002252,2008-09-24,1.65839354081,1.50151845303,1.64345300198,1.5948959589,0.111127595758
sz002252,2008-09-25,1.6890221856,1.61730777032,1.6539119482,1.64345300198,0.10580876318
sz002252,2008-09-26,1.68304598545,1.60236735782,1.6247780323,1.6539119482,0.104852580591
sz002252,2008-10-06,1.58742700315,1.5485816964,1.55978703499,1.6247780323,0.104942209668
sz002252,2008-10-07,1.60460873675,1.49629025995,1.58443903923,1.55978703499,0.105838630214
sz002252,2008-10-08,1.59340455918,1.54634203978,1.57622301579,1.58443903923,0.100997905104
sz002252,2008-10-09,1.60461007734,1.54335403442,1.54335403442,1.57622301579,0.0969639577211
sz002252,2008-10-10,1.49404943655,1.38871896267,1.38871896267,1.54335403442,0.100639350946
sz002252,2008-10-13,1.45445598093,1.35286079256,1.4529620409,1.38871896267,0.10150590847
sz002252,2008-10-14,1.50898939447,1.4275637208,1.43428695202,1.4529620409,0.102491936328
sz002252,2008-10-15,1.46939775163,1.42009412743,1.44922804832,1.43428695202,0.102790744969
sz002252,2008-10-16,1.41187692274,1.34763288322,1.35136795044,1.44922804832,0.100579529615
sz002252,2008-10-17,1.38797127054,1.34539090434,1.37826001644,1.35136795044,0.0990257098761
sz002252,2008-10-20,1.43428659259,1.35659600352,1.41859900951,1.37826001644,0.0990854424674
sz002252,2008-10-21,1.45146913537,1.41337085541,1.41934704781,1.41859900951,0.0976810354248
sz002252,2008-10-22,1.4268170042,1.37900733326,1.39842998981,1.41934704781,0.0962467444156
sz002252,2008-10-23,1.41561139923,1.34539106057,1.40590000153,1.39842998981,0.0962168590556
sz002252,2008-10-24,1.45072239833,1.39021341979,1.44175803661,1.40590000153,0.0962168583643
sz002252,2008-10-27,1.47761546823,1.39768367534,1.4342880249,1.44175803661,0.0977407951971
sz002252,2008-10-28,1.49031526004,1.41038344776,1.4850859642,1.4342880249,0.0957686582957
sz002252,2008-10-29,1.50376195668,1.45894054997,1.47537505627,1.4850859642,0.0938263916184
sz002252,2008-10-30,1.4940514988,1.43428949584,1.47686994076,1.47537505627,0.0899119872898
sz002252,2008-10-31,1.47687025825,1.45296545193,1.47014701366,1.47686994076,0.0843839762041
sz002252,2008-11-03,1.50226970128,1.44923076813,1.48508799076,1.47014701366,0.0778400506811
sz002252,2008-11-04,1.48210034103,1.44176084834,1.47164201736,1.48508799076,0.0724912939553
sz002252,2008-11-05,1.5276688243,1.47164185239,1.47687101364,1.47164201736,0.0684573693205
sz002252,2008-11-06,1.47537733749,1.44699039318,1.46566605568,1.47687101364,0.0667840175275
sz002252,2008-11-07,1.50899238775,1.4432540282,1.50002801418,1.46566605568,0.0661864068043
sz002252,2008-11-10,1.57996018866,1.50749870753,1.57323694229,1.50002801418,0.0663358403473
sz002252,2008-11-11,1.56800763691,1.52169210234,1.52243900299,1.57323694229,0.0640648948736
sz002252,2008-11-12,1.56352536447,1.51198053309,1.55232000351,1.52243900299,0.0642441873531
sz002252,2008-11-13,1.61357536739,1.52766744961,1.60386395454,1.55232000351,0.065230262348
sz002252,2008-11-14,1.6419624441,1.57099508853,1.62851595879,1.60386395454,0.0618835537004
sz002252,2008-11-17,1.67856721433,1.60984082303,1.67333805561,1.62851595879,0.0605688018179
sz002252,2008-11-18,1.67483177926,1.52467958264,1.53737902641,1.67333805561,0.0633178627359
sz002252,2008-11-19,1.62851508612,1.53140185476,1.62403297424,1.53737902641,0.065230247022
sz002252,2008-11-20,1.65466173202,1.58742945422,1.60237002373,1.62403297424,0.0638557315299
sz002252,2008-11-21,1.58220101355,1.49554601318,1.55232000351,1.60237002373,0.066425477304
sz002252,2008-11-24,1.61955226079,1.54634375286,1.55530798435,1.55232000351,0.0662461940582
sz002252,2008-11-25,1.60760046501,1.53962109016,1.56726098061,1.55530798435,0.0674414378538
sz002252,2008-11-26,1.5978885958,1.54933193347,1.57995998859,1.56726098061,0.0674713175095
sz002252,2008-11-27,1.66960473655,1.59564910887,1.59714305401,1.57995998859,0.0682482938812
sz002252,2008-11-28,1.62328940602,1.56875647696,1.61208403111,1.59714305401,0.0680092519016
sz002252,2008-12-01,1.6942572696,1.60984313827,1.68828105927,1.61208403111,0.0681885454389
sz002252,2008-12-02,1.81378078955,1.65092895417,1.76671802998,1.68828105927,0.0715053463627
sz002252,2008-12-03,1.81228718749,1.74430775432,1.7771769762,1.76671802998,0.0724316674208
sz002252,2008-12-04,1.8272274561,1.74505462336,1.7555129528,1.7771769762,0.073328100612
sz002252,2008-12-05,1.81826296209,1.75103058896,1.79211699963,1.7555129528,0.0750612032844
sz002252,2008-12-08,1.90043650585,1.80780518577,1.85710895061,1.79211699963,0.0772724262077
sz002252,2008-12-09,1.85636266906,1.77792472551,1.78539502621,1.85710895061,0.0787067095151
sz002252,2008-12-10,1.83021523356,1.74131902518,1.82050395012,1.78539502621,0.0800214789742
sz002252,2008-12-11,1.82274508317,1.76298300535,1.76373004913,1.82050395012,0.0812167372683
sz002252,2008-12-12,1.77418873881,1.68828068101,1.6979919672,1.76373004913,0.0820235251985
sz002252,2008-12-15,1.74804345358,1.6920164189,1.73235595226,1.6979919672,0.0810673196069
sz002252,2008-12-16,1.81602296697,1.71069214991,1.8137819767,1.73235595226,0.0832187586909
sz002252,2008-12-17,1.88250842478,1.79884132352,1.81676995754,1.8137819767,0.0845036494862
sz002252,2008-12-18,1.86607234118,1.79435785871,1.85860204697,1.81676995754,0.0839359120732
sz002252,2008-12-19,1.9198590824,1.84590329806,1.891471982,1.85860204697,0.0840554492243
sz002252,2008-12-22,1.96841630301,1.86756762287,1.9348000288,1.891471982,0.0853403407777
sz002252,2008-12-23,1.92583626495,1.77568377348,1.78390097618,1.9348000288,0.0856989031259
sz002252,2008-12-24,1.8100460022,1.75551307698,1.78016495705,1.78390097618,0.0839956908803
sz002252,2008-12-25,1.81676897743,1.74505448002,1.81452798843,1.78016495705,0.0841749796645
sz002252,2008-12-26,1.89371233637,1.80780431145,1.88250696659,1.81452798843,0.0833383402394
sz002252,2008-12-29,1.93330460867,1.81826259644,1.91612303257,1.88250696659,0.0850116804114
sz002252,2008-12-30,1.95571626277,1.85337352441,1.86383199692,1.91612303257,0.0863862149515
sz002252,2008-12-31,1.94152418692,1.86383341175,1.88400304317,1.86383199692,0.0875516360581
sz002252,2009-01-06,1.9691642781,1.89969070689,1.9362950325,1.88400304317,0.0873722955366
sz002252,2009-01-07,1.97962226482,1.90566658221,1.94675302505,1.9362950325,0.0881492056788
sz002252,2009-01-08,2.007263082,1.91239054931,1.98037004471,1.94675302505,0.0885675417332
sz002252,2009-01-09,2.07897759034,1.97065854254,2.03938508034,1.98037004471,0.0863862302304
sz002252,2009-01-12,2.08420623157,2.00800940937,2.0222029686,2.03938508034,0.0867149257918
sz002252,2009-01-13,2.00502176369,1.93330705166,1.93330705166,2.0222029686,0.0869838491598
sz002252,2009-01-14,2.00800793923,1.93106427141,2.00726103783,1.93330705166,0.087372300947
sz002252,2009-01-15,2.00053748616,1.92583481869,1.95720994473,2.00726103783,0.0862965694635
sz002252,2009-01-16,1.9997910139,1.93479961194,1.94600498676,1.95720994473,0.0857288565381
sz002252,2009-01-19,1.97065704012,1.9086538087,1.94077599049,1.94600498676,0.0846531374598
sz002252,2009-01-20,1.97588694096,1.93255937037,1.97588694096,1.94077599049,0.0839957571706
sz002252,2009-01-21,1.99008069614,1.93480069264,1.94227099419,1.97588694096,0.0827706349987
sz002252,2009-01-22,1.98858676575,1.95721161297,1.9714050293,1.94227099419,0.0823821844738
sz002252,2009-01-23,1.98858796111,1.93554891602,1.96318900585,1.9714050293,0.0802905135952
sz002252,2009-02-02,2.00950352391,1.96094677512,1.9938160181,1.96318900585,0.0788860994964
sz002252,2009-02-03,2.05357761493,1.9796219443,2.03415489197,1.9938160181,0.0789757470232
sz002252,2009-02-04,2.03564959013,1.96617602169,1.9930690527,2.03415489197,0.0787964583872
sz002252,2009-02-05,2.00203324317,1.93480081009,1.94002997875,1.9930690527,0.077451808505
sz002252,2009-02-06,1.99381630941,1.94600645559,1.98634600639,1.94002997875,0.0732386115184
sz002252,2009-02-09,2.02519036172,1.9482465249,2.01697301865,1.98634600639,0.0741350479825
sz002252,2009-02-10,2.15143895149,1.99456330444,2.15143895149,2.01697301865,0.0775414939682
sz002252,2009-02-11,2.18057405537,2.06329072071,2.10288310051,2.15143895149,0.0787965063581
sz002252,2009-02-12,2.12006367692,2.03938472424,2.09765291214,2.10288310051,0.0774219839762
sz002252,2009-02-13,2.17385063054,2.0998949055,2.13351106644,2.09765291214,0.076376183178
sz002252,2009-02-16,2.16637987863,2.0580608277,2.08644795418,2.13351106644,0.0776012576151
sz002252,2009-02-17,2.09466498352,2.02668535626,2.04536104202,2.08644795418,0.0769139933085
sz002252,2009-02-18,2.07150587783,2.00576756322,2.01771998405,2.04536104202,0.0765852985886
sz002252,2009-02-19,2.04984323249,1.99082799929,2.01323890686,2.01771998405,0.0751510066088
sz002252,2009-02-20,2.06851928913,2.01249222388,2.06329011917,2.01323890686,0.0730593273068
sz002252,2009-02-23,2.09914862805,2.03266304171,2.08420801163,2.06329011917,0.0726708778726
sz002252,2009-02-24,2.08271423801,1.92807944724,1.94227302074,2.08420801163,0.0753601837707
sz002252,2009-02-25,1.97887677795,1.89595664015,1.95721304417,1.94227302074,0.0755992425702
sz002252,2009-02-26,1.98111694692,1.79809515402,1.84889304638,1.95721304417,0.0796630655205
sz002252,2009-02-27,1.8451570896,1.75401968749,1.76148998737,1.84889304638,0.0808583437975
sz002252,2009-03-02,1.81975869285,1.76298459645,1.80183005333,1.76148998737,0.0807089627597
sz002252,2009-03-03,1.85262784732,1.74580305156,1.82947003841,1.80183005333,0.0832488517669
sz002252,2009-03-04,1.91388435917,1.81975888487,1.90865504742,1.82947003841,0.0848026705988
sz002252,2009-03-05,1.94974116704,1.85710980438,1.88848495483,1.90865504742,0.0866552942429
sz002252,2009-03-06,1.927329237,1.86084389222,1.891471982,1.88848495483,0.0871931462306
sz002252,2009-03-09,1.91612470008,1.7839008542,1.81303501129,1.891471982,0.0905398301139
sz002252,2009-03-10,1.88997819526,1.78240641313,1.88250803947,1.81303501129,0.0918844745736
sz002252,2009-03-11,1.91911196521,1.85486761227,1.86383199692,1.88250803947,0.0916753059536
sz002252,2009-03-12,1.94974060039,1.85337404396,1.90566599369,1.86383199692,0.0928406708877
sz002252,2009-03-13,1.96468054849,1.9034243699,1.9198590517,1.90566599369,0.093139464805
sz002252,2009-03-16,1.96916306833,1.91313604758,1.93853497505,1.9198590517,0.0923027921623
sz002252,2009-03-17,1.97215117019,1.91985936784,1.96617496014,1.93853497505,0.0881194383745
sz002252,2009-03-18,1.99456203864,1.94451122666,1.9639339447,1.96617496014,0.0854301374672
sz002252,2009-03-19,1.97812709312,1.94824604718,1.97364497185,1.9639339447,0.0833982211974
sz002252,2009-03-20,1.99082689557,1.92359449512,1.93629395962,1.97364497185,0.0830396084798
sz002252,2009-03-23,2.00352567657,1.92732891555,1.9841029644,1.93629395962,0.0817547168836
sz002252,2009-03-24,2.01398421202,1.97215075054,2.00800800323,1.9841029644,0.0807088702522
sz002252,2009-03-25,2.00651337529,1.92956958872,1.94152200222,2.00800800323,0.0812168742484
sz002252,2009-03-26,1.97887319097,1.9258343776,1.96990895271,1.94152200222,0.0809778174552
sz002252,2009-03-27,2.05058790457,1.95945057571,2.02817702293,1.96990895271,0.0823822279994
sz002252,2009-03-30,2.09167473404,2.01697206497,2.01697206497,2.02817702293,0.0827109113087
sz002252,2009-03-31,1.98410221388,1.92732818651,1.97737896442,2.01697206497,0.0800515238715
sz002252,2009-04-01,2.00800690293,1.97214966988,2.00576591492,1.97737896442,0.0781690076814
sz002252,2009-04-02,2.03564684422,1.98410198515,2.01398301125,2.00576591492,0.0729099303283
sz002252,2009-04-03,2.08196446061,2.00950274524,2.04610705376,2.01398301125,0.0720134645876
sz002252,2009-04-07,2.12006115322,2.04162342739,2.05731105804,2.04610705376,0.0728202254018
sz002252,2009-04-08,2.06702301989,1.97962088457,1.98485004902,2.05731105804,0.0720433189841
sz002252,2009-04-09,2.02817760285,1.97513877186,2.00950193405,1.98485004902,0.0703998532516
sz002252,2009-04-10,2.06030012098,2.01323749043,2.05432391167,2.00950193405,0.0687265262223
sz002252,2009-04-13,2.08196330802,2.03564759366,2.0759871006,2.05432391167,0.0679197410058
sz002252,2009-04-14,2.1805705299,2.06029921028,2.16488289833,2.0759871006,0.0674416399557
sz002252,2009-04-15,2.29486453399,2.12977180507,2.22613811493,2.16488289833,0.0697424778276
sz002252,2009-04-16,2.22912510335,2.13499983103,2.1663749218,2.22613811493,0.0709377146027
sz002252,2009-04-17,2.23883764927,2.11259031395,2.21941494942,2.1663749218,0.0721329457582
sz002252,2009-04-21,2.26573119738,2.11408477806,2.14770102501,2.21941494942,0.0757485553874
sz002252,2009-04-22,2.17683410514,2.01697055833,2.02593493462,2.14770102501,0.0799020164295
sz002252,2009-04-23,2.05880341351,2.01697000153,2.0446100235,2.02593493462,0.0794836808149
sz002252,2009-04-24,2.05955012167,2.01771671648,2.02668094635,2.0446100235,0.0791549845431
sz002252,2009-04-27,2.00576478265,1.89371088577,1.89819300175,2.02668094635,0.0832785451291
sz002252,2009-04-28,1.98634195328,1.91089231748,1.98634195328,1.89819300175,0.0841152071719
sz002252,2009-04-29,2.00202907057,1.93404973473,1.96841299534,1.98634195328,0.083786510165
sz002252,2009-04-30,2.02742759441,1.97438884097,2.01024603844,1.96841299534,0.0844737556687
sz002252,2009-05-04,2.06552418339,2.03190814246,2.05730700493,2.01024603844,0.0835473448861
sz002252,2009-05-05,2.09690029925,2.04311452112,2.09017705917,2.05730700493,0.0835772234767
sz002252,2009-05-06,2.17160201073,2.09241738755,2.17160201073,2.09017705917,0.0831887283844
sz002252,2009-05-07,2.19287207236,2.04288602607,2.07672905922,2.17160201073,0.0862000634732
sz002252,2009-05-08,2.09826441162,2.01904103441,2.03826999664,2.07672905922,0.0857832434232
sz002252,2009-05-11,2.06672889863,2.00058122246,2.00442695618,2.03826999664,0.0869948611481
sz002252,2009-05-12,2.02442502975,1.98596710701,2.02442502975,2.00442695618,0.0864713836951
sz002252,2009-05-13,2.02442422873,2.00981018279,2.01827096939,2.02442502975,0.0841575089588
sz002252,2009-05-14,2.09210917372,2.02673073453,2.07672595978,2.01827096939,0.0839735280984
sz002252,2009-05-15,2.14364221464,2.05134324745,2.09980010986,2.07672595978,0.0841694013732
sz002252,2009-05-18,2.10056982755,2.01442423952,2.03826808929,2.09980010986,0.0854936716549
sz002252,2009-05-19,2.06826459943,2.02519181783,2.04057502747,2.03826808929,0.0851846554419
sz002252,2009-05-20,2.0444203142,2.0021167169,2.00442409515,2.04057502747,0.0850241707593
sz002252,2009-05-21,2.02519164016,1.96904317929,1.99288702011,2.00442409515,0.0824592564089
sz002252,2009-05-22,2.01211590223,1.97519637939,1.98288798332,1.99288702011,0.0773323281659
sz002252,2009-05-25,1.97596624519,1.93058592748,1.96981298923,1.98288798332,0.0756593995065
sz002252,2009-05-26,2.01442504159,1.96673717634,1.99058103561,1.96981298923,0.0725170207039
sz002252,2009-05-27,2.01211816155,1.97750597833,1.99212002754,1.99058103561,0.06783565126
sz002252,2009-06-01,2.0075022299,1.98519657948,2.00134897232,1.99212002754,0.0623333354047
sz002252,2009-06-02,2.02134720141,1.99211911634,1.99673402309,2.00134897232,0.0618291223278
sz002252,2009-06-03,2.00596463006,1.98212076634,2.00365710258,1.99673402309,0.0611095406692
sz002252,2009-06-04,2.0444226758,2.00750311405,2.01673293114,2.00365710258,0.0574213611746
sz002252,2009-06-05,2.05211422835,2.01673287267,2.03673100471,2.01673293114,0.0553106573406
sz002252,2009-06-08,2.09903278905,2.0459608324,2.06134390831,2.03673100471,0.0550835552801
sz002252,2009-06-09,2.07672806769,1.96904590093,2.00288891792,2.06134390831,0.0570302579877
sz002252,2009-06-10,2.02134886471,1.9736609667,2.00750398636,2.00288891792,0.0567266481103
sz002252,2009-06-11,2.01134930249,1.97750628987,1.99058198929,2.00750398636,0.0559289374902
sz002252,2009-06-12,2.01981027821,1.96212338958,1.96519994736,1.99058198929,0.0549794149733
sz002252,2009-06-15,1.97442975828,1.94597083092,1.97135305405,1.96519994736,0.0501183302162
sz002252,2009-06-16,1.98366104656,1.94981801093,1.97904598713,1.97135305405,0.0483031165529
sz002252,2009-06-17,2.01827383775,1.95366444955,1.99981403351,1.97904598713,0.0482415850341
sz002252,2009-06-18,2.10365009308,1.99212196886,2.10365009308,1.99981403351,0.0511643930931
sz002252,2009-06-19,2.27055817379,2.10441978514,2.11057305336,2.10365009308,0.0572561224429
sz002252,2009-06-22,2.10057490325,2.03904219168,2.04750299454,2.11057305336,0.0571638287369
sz002252,2009-06-23,2.0913454621,2.01596769292,2.05980992317,2.04750299454,0.0564869808168
sz002252,2009-06-24,2.06903981407,2.03058182442,2.03596591949,2.05980992317,0.0545794768816
sz002252,2009-06-25,2.06057858804,2.03135044181,2.05288696289,2.03596591949,0.0540256914667
