date,cash,,1000000
2005/10/21,1715579.119,1.715579119,
2005/10/24,1715579.119,1.715579119,
2005/10/25,1715579.119,1.715579119,
2005/10/26,1715579.119,1.715579119,
2005/10/27,1715579.119,1.715579119,
2005/10/28,1715579.119,1.715579119,
2005/10/31,1715579.119,1.715579119,
2005/11/1,1715579.119,1.715579119,
2005/11/2,1715579.119,1.715579119,
2005/11/3,1715579.119,1.715579119,
2005/11/4,1715579.119,1.715579119,
2005/11/7,1715579.119,1.715579119,
2005/11/8,1732074.652,1.732074652,
2005/11/9,1723827.668,1.723827668,
2005/11/10,1806305.239,1.806305239,
2005/11/11,1897029.971,1.897029971,
2005/11/14,1905278.536,1.905278536,
2005/11/15,1880534.421,1.880534421,
2005/11/16,1855790.482,1.855790482,
2005/11/17,1921774.086,1.921774086,
2005/11/18,1913525.52,1.91352552,
2005/11/21,1913525.52,1.91352552,
2005/11/22,1855791.888,1.855791888,
2005/11/23,1855791.888,1.855791888,
2005/11/24,1855791.888,1.855791888,
2005/11/25,1930022.475,1.930022475,
2005/11/28,1954766.59,1.95476659,
2005/11/29,1905281.523,1.905281523,
2005/11/30,1855794.875,1.855794875,
2005/12/1,1765068.738,1.765068738,
2005/12/2,1740324.623,1.740324623,
2005/12/5,1732075.41,1.73207541,
2005/12/6,1732075.41,1.73207541,
2005/12/7,1765870.004,1.765870004,
2005/12/8,1774319.468,1.774319468,
2005/12/9,1765870.004,1.765870004,
2005/12/12,1774319.468,1.774319468,
2005/12/13,1867255.285,1.867255285,
2005/12/14,1951741.638,1.951741638,
2005/12/15,1909499.181,1.909499181,
2005/12/16,1926396.488,1.926396488,
2005/12/19,1850357.978,1.850357978,
2005/12/20,1825011.208,1.825011208,
2005/12/21,1825011.208,1.825011208,
2005/12/22,1825011.208,1.825011208,
2005/12/23,1917947.025,1.917947025,
2005/12/26,2010881.402,2.010881402,
2005/12/27,2112265.242,2.112265242,
2005/12/28,2027778.708,2.027778708,
2005/12/29,1977086.788,1.977086788,
2005/12/30,1951740.198,1.951740198,
2006/1/4,1960188.042,1.960188042,
2006/1/5,2027778.708,2.027778708,
2006/1/6,2010881.402,2.010881402,
2006/1/9,2002432.118,2.002432118,
2006/1/10,2010879.962,2.010879962,
2006/1/11,2053122.419,2.053122419,
2006/1/12,2044674.575,2.044674575,
2006/1/13,2019327.805,2.019327805,
2006/1/16,1951738.758,1.951738758,
2006/1/17,1993981.215,1.993981215,
2006/1/18,2002429.058,2.002429058,
2006/1/19,1968634.445,1.968634445,
2006/1/20,1884148.091,1.884148091,
2006/1/23,1892597.375,1.892597375,
2006/1/24,1943289.295,1.943289295,
2006/1/25,1884148.091,1.884148091,
2006/2/6,1909494.682,1.909494682,
2006/2/7,1951737.138,1.951737138,
2006/2/8,2053120.979,2.053120979,
2006/2/9,2010878.522,2.010878522,
2006/2/10,1985533.192,1.985533192,
2006/2/13,2019326.365,2.019326365,
2006/2/14,2010878.44,2.01087844,
2006/2/15,1986455.786,1.986455786,
2006/2/16,1986456.603,1.986456603,
2006/2/17,1986456.603,1.986456603,
2006/2/20,1986456.603,1.986456603,
2006/2/21,1986456.603,1.986456603,
2006/2/22,1986456.603,1.986456603,
2006/2/23,1986456.603,1.986456603,
2006/2/24,1986456.603,1.986456603,
2006/2/27,1986456.603,1.986456603,
2006/2/28,1986456.603,1.986456603,
2006/3/1,1986456.603,1.986456603,
2006/3/9,1986456.603,1.986456603,
2006/3/10,1986456.603,1.986456603,
2006/3/13,1986456.603,1.986456603,
2006/3/14,1986456.603,1.986456603,
2006/3/15,1986456.603,1.986456603,
2006/3/16,1986456.603,1.986456603,
2006/3/17,1986456.603,1.986456603,
2006/3/20,1986456.603,1.986456603,
2006/3/21,1986456.603,1.986456603,
2006/3/22,2017737.679,2.017737679,
2006/3/23,1962995.149,1.962995149,
2006/3/24,1962995.149,1.962995149,
2006/3/27,1978635.705,1.978635705,
2006/3/28,1986456.567,1.986456567,
2006/3/29,1884792.368,1.884792368,
2006/3/30,1876972.84,1.87697284,
2006/3/31,1884793.701,1.884793701,
2006/4/3,1837873.532,1.837873532,
2006/4/4,1845693.06,1.84569306,
2006/4/5,1884793.701,1.884793701,
2006/4/6,1845691.727,1.845691727,
2006/4/7,1845691.727,1.845691727,
2006/4/10,1900434.257,1.900434257,
2006/4/11,1908253.952,1.908253952,
2006/4/12,1869151.812,1.869151812,
2006/4/13,1853511.256,1.853511256,
2006/4/14,1869151.812,1.869151812,
2006/4/17,1845691.727,1.845691727,
2006/4/18,1837872.199,1.837872199,
2006/4/19,1759669.418,1.759669418,
2006/4/20,1728388.305,1.728388305,
2006/4/21,1751849.889,1.751849889,
2006/4/24,1665827.58,1.66582758,
2006/4/25,1658006.552,1.658006552,
2006/4/26,1689287.664,1.689287664,
2006/4/27,1775311.307,1.775311307,
2006/5/8,1861333.616,1.861333616,
2006/5/9,1853512.755,1.853512755,
2006/5/10,1830052.504,1.830052504,
2006/5/11,1861333.616,1.861333616,
2006/5/12,1900434.257,1.900434257,
2006/5/15,1931715.37,1.93171537,
2006/5/16,1845693.06,1.84569306,
2006/5/17,1869154.644,1.869154644,
2006/5/18,1923897.174,1.923897174,
2006/5/19,1970818.843,1.970818843,
2006/5/22,2064662.18,2.06466218,
2006/5/23,1986458.066,1.986458066,
2006/5/24,1970817.51,1.97081751,
2006/5/25,1962997.228,1.962997228,
2006/5/26,1962997.228,1.962997228,
2006/5/29,1962997.228,1.962997228,
2006/5/30,1962997.228,1.962997228,
2006/5/31,1962997.228,1.962997228,
2006/6/1,1962997.228,1.962997228,
2006/6/2,1962997.228,1.962997228,
2006/6/5,1962997.228,1.962997228,
2006/6/6,1962997.228,1.962997228,
2006/6/7,1962997.228,1.962997228,
2006/6/8,1962997.228,1.962997228,
2006/6/9,1962997.228,1.962997228,
2006/6/12,1962997.228,1.962997228,
2006/6/13,1962997.228,1.962997228,
2006/6/14,1962997.228,1.962997228,
2006/6/15,1962997.228,1.962997228,
2006/6/16,1962997.228,1.962997228,
2006/6/19,1962997.228,1.962997228,
2006/6/20,1962997.228,1.962997228,
2006/6/21,1962997.228,1.962997228,
2006/6/22,1962997.228,1.962997228,
2006/6/23,1962997.228,1.962997228,
2006/6/26,1962997.228,1.962997228,
2006/6/27,1932423.447,1.932423447,
2006/6/28,2030260.779,2.030260779,
2006/6/29,1962996.701,1.962996701,
2006/7/3,1987455.773,1.987455773,
2006/7/4,1975226.237,1.975226237,
2006/7/5,1938537.628,1.938537628,
2006/7/6,1956882.519,1.956882519,
2006/7/7,2054718.679,2.054718679,
2006/7/24,2158669.151,2.158669151,
2006/7/25,2177013.911,2.177013911,
2006/7/26,2128095.896,2.128095896,
2006/7/27,2195357.759,2.195357759,
2006/7/28,2189241.233,2.189241233,
2006/7/31,2079176.709,2.079176709,
2006/8/1,1981340.419,1.981340419,
2006/8/2,1956880.304,1.956880304,
2006/8/3,1975225.195,1.975225195,
2006/8/4,1993568.913,1.993568913,
2006/8/17,2048601.24,2.04860124,
2006/8/18,1950766.123,1.950766123,
2006/8/21,1871274.723,1.871274723,
2006/8/22,1877388.905,1.877388905,
2006/8/23,1926308.092,1.926308092,
2006/8/24,1938537.628,1.938537628,
2006/8/25,1938537.628,1.938537628,
2006/8/28,1926308.092,1.926308092,
2006/8/29,1895733.796,1.895733796,
2006/8/30,1859045.187,1.859045187,
2006/8/31,1883504.259,1.883504259,
2006/9/1,1852929.963,1.852929963,
2006/9/4,1859044.145,1.859044145,
2006/9/5,1865158.327,1.865158327,
2006/9/6,1914077.514,1.914077514,
2006/9/7,1883504.259,1.883504259,
2006/9/8,1901847.978,1.901847978,
2006/9/11,1950765.08,1.95076508,
2006/9/12,1950765.08,1.95076508,
2006/9/13,2005797.277,2.005797277,
2006/9/14,1987454.731,1.987454731,
2006/9/15,1975224.023,1.975224023,
2006/9/18,1987453.559,1.987453559,
2006/9/19,1999684.268,1.999684268,
2006/9/20,1987454.731,1.987454731,
2006/9/21,1993569.955,1.993569955,
2006/9/22,2024142.168,2.024142168,
2006/9/25,2060831.819,2.060831819,
2006/9/26,2018026.813,2.018026813,
2006/9/27,2042485.886,2.042485886,
2006/9/28,2030256.349,2.030256349,
2006/9/29,1993567.871,1.993567871,
2006/10/9,1993567.871,1.993567871,
2006/10/10,1993567.871,1.993567871,
2006/10/11,2036370.662,2.036370662,
2006/10/12,2097518.213,2.097518213,
2006/10/13,2109747.749,2.109747749,
2006/10/16,2066943.916,2.066943916,
2006/10/17,2073059.493,2.073059493,
2006/10/18,2073059.493,2.073059493,
2006/10/19,2073059.493,2.073059493,
2006/10/20,2073059.493,2.073059493,
2006/10/23,2073059.493,2.073059493,
2006/10/24,2073059.493,2.073059493,
2006/10/25,2073059.493,2.073059493,
2006/10/26,2073059.493,2.073059493,
2006/10/27,2073059.493,2.073059493,
2006/10/30,2073059.493,2.073059493,
2006/10/31,2066871.436,2.066871436,
2006/11/1,2085435.05,2.08543505,
2006/11/2,2042118.104,2.042118104,
2006/11/3,2035930.628,2.035930628,
2006/11/6,2035930.628,2.035930628,
2006/11/7,2054495.297,2.054495297,
2006/11/8,2048307.821,2.048307821,
2006/11/9,2091623.713,2.091623713,
2006/11/10,2073059.044,2.073059044,
2006/11/13,1992613.55,1.99261355,
2006/11/14,1986425.02,1.98642502,
2006/11/15,1992612.496,1.992612496,
2006/11/16,1955483.025,1.955483025,
2006/11/17,1986423.833,1.986423833,
2006/11/20,1961671.688,1.961671688,
2006/11/21,1974047.826,1.974047826,
2006/11/22,2029739.725,2.029739725,
2006/11/23,2004988.634,2.004988634,
2006/11/24,1992611.441,1.992611441,
2006/11/27,2091619.362,2.091619362,
2006/11/28,2079244.278,2.079244278,
2006/11/29,2147312.447,2.147312447,
2006/11/30,2128746.591,2.128746591,
2006/12/1,2134935.254,2.134935254,
2006/12/4,2091618.176,2.091618176,
2006/12/5,2091618.176,2.091618176,
2006/12/6,2128745.537,2.128745537,
2006/12/7,2097805.652,2.097805652,
2006/12/8,2079239.928,2.079239928,
2006/12/11,2116368.212,2.116368212,
2006/12/12,2159685.29,2.15968529,
2006/12/13,2147307.965,2.147307965,
2006/12/14,2147307.965,2.147307965,
2006/12/15,2153496.627,2.153496627,
2006/12/18,2122555.819,2.122555819,
2006/12/19,2172061.428,2.172061428,
2006/12/20,2172061.428,2.172061428,
2006/12/21,2264881.742,2.264881742,
2006/12/22,2376265.801,2.376265801,
2006/12/25,2401018.078,2.401018078,
2006/12/26,2283445.488,2.283445488,
2006/12/27,2394829.548,2.394829548,
2006/12/28,2438146.362,2.438146362,
2006/12/29,2537154.415,2.537154415,
2007/1/4,2543342.946,2.543342946,
2007/1/5,2673291.807,2.673291807,
2007/1/8,2722797.415,2.722797415,
2007/1/9,2772301.969,2.772301969,
2007/1/10,2809430.253,2.809430253,
2007/1/11,2846559.855,2.846559855,
2007/1/12,2716610.994,2.716610994,
2007/1/15,2852748.385,2.852748385,
2007/1/16,2995074.308,2.995074308,
2007/1/17,3143587.969,3.143587969,
2007/1/18,3298289.366,3.298289366,
2007/1/19,3298289.366,3.298289366,
2007/1/22,3298289.366,3.298289366,
2007/1/23,3237214.691,3.237214691,
2007/1/24,3151709.905,3.151709905,
2007/1/25,3176139.881,3.176139881,
2007/1/26,3176139.881,3.176139881,
2007/1/29,3176139.881,3.176139881,
2007/1/30,3176139.881,3.176139881,
2007/1/31,3176139.881,3.176139881,
2007/2/1,3176139.881,3.176139881,
2007/2/2,3176139.881,3.176139881,
2007/2/5,3176139.881,3.176139881,
2007/2/6,3176139.881,3.176139881,
2007/2/7,3176139.881,3.176139881,
2007/2/8,3176139.881,3.176139881,
2007/2/9,3176139.881,3.176139881,
2007/2/12,3176139.881,3.176139881,
2007/2/13,3176139.881,3.176139881,
2007/2/14,3176139.881,3.176139881,
2007/2/15,3104994.462,3.104994462,
2007/2/16,3262529.758,3.262529758,
2007/2/26,3425146.62,3.42514662,
2007/2/27,3252365.324,3.252365324,
2007/2/28,3099913.076,3.099913076,
2007/3/1,3099913.076,3.099913076,
2007/3/2,3099913.076,3.099913076,
2007/3/5,3099913.076,3.099913076,
2007/3/6,3099913.076,3.099913076,
2007/3/7,3099913.076,3.099913076,
2007/3/8,3099913.076,3.099913076,
2007/3/9,3099913.076,3.099913076,
2007/3/12,3161343.234,3.161343234,
2007/3/13,3317280.314,3.317280314,
2007/3/14,3312552.745,3.312552745,
2007/3/15,3355081.735,3.355081735,
2007/3/16,3359806.074,3.359806074,
2007/3/19,3454974.262,3.454974262,
2007/3/20,3626277.094,3.626277094,
2007/3/21,3807097.472,3.807097472,
2007/3/22,3997434.178,3.997434178,
2007/3/23,3835648.89,3.83564889,
2007/3/26,3650071.159,3.650071159,
2007/3/27,3711930.133,3.711930133,
2007/3/28,3583454.427,3.583454427,
2007/3/29,3711932.971,3.711932971,
2007/3/30,3897511.513,3.897511513,
2007/4/2,4092605.978,4.092605978,
2007/4/3,4140190.053,4.140190053,
2007/4/4,4349561.038,4.349561038,
2007/4/5,4568447.135,4.568447135,
2007/4/6,4796851.183,4.796851183,
2007/4/9,4863468.726,4.863468726,
2007/4/10,4620790.997,4.620790997,
2007/4/11,4849196.666,4.849196666,
2007/4/12,4682654.025,4.682654025,
2007/8/7,7270040.241,7.270040241,
2007/8/8,6905306.314,6.905306314,
2007/8/9,6560556.757,6.560556757,
2007/8/10,6230796.189,6.230796189,
2007/8/13,5921026.074,5.921026074,
2007/8/14,5696188.825,5.696188825,
2007/8/15,5980980.402,5.980980402,
2007/8/16,6135865.257,6.135865257,
2007/8/17,5856068.252,5.856068252,
2007/8/20,5995966.957,5.995966957,
2007/8/21,5995966.957,5.995966957,
2007/8/22,6200819.024,6.200819024,
2007/8/23,6510593.195,6.510593195,
2007/8/24,6835354.731,6.835354731,
2007/8/27,6925290.279,6.925290279,
2007/8/28,6830356.509,6.830356509,
2007/8/29,7160114.239,7.160114239,
2007/8/30,7519849.134,7.519849134,
2007/8/31,7494869.38,7.49486938,
2007/9/3,7479880.392,7.479880392,
2007/9/4,7145126.873,7.145126873,
2007/9/5,6965258.21,6.96525821,
2007/9/6,7045200.559,7.045200559,
2007/9/7,7020218.262,7.020218262,
2007/9/10,7020218.262,7.020218262,
2007/9/11,7020218.262,7.020218262,
2007/9/12,7020218.262,7.020218262,
2007/9/13,7020218.262,7.020218262,
2007/9/14,7020218.262,7.020218262,
2007/9/17,7020218.262,7.020218262,
2007/9/18,7020218.262,7.020218262,
2007/9/19,7020218.262,7.020218262,
2007/9/20,7020218.262,7.020218262,
2007/9/21,7020218.262,7.020218262,
2007/9/24,7020218.262,7.020218262,
2007/9/25,7020218.262,7.020218262,
2007/9/26,7020218.262,7.020218262,
2007/9/27,7020218.262,7.020218262,
2007/9/28,7020218.262,7.020218262,
2007/10/8,7020218.262,7.020218262,
2007/10/9,6897836.473,6.897836473,
2007/10/10,6858672.952,6.858672952,
2007/10/11,6657965.766,6.657965766,
2007/10/12,6452367.013,6.452367013,
2007/10/15,6540481.559,6.540481559,
2007/10/16,6432786.047,6.432786047,
2007/10/17,6755872.185,6.755872185,
2007/10/18,6966366.08,6.96636608,
2007/10/19,6985946.648,6.985946648,
2007/10/22,6976159.882,6.976159882,
2007/10/23,6976159.882,6.976159882,
2007/10/24,6976159.882,6.976159882,
2007/10/25,6976159.882,6.976159882,
2007/10/26,6976159.882,6.976159882,
2007/10/29,6976159.882,6.976159882,
2007/10/30,6976159.882,6.976159882,
2007/10/31,6976159.882,6.976159882,
2007/11/1,6976159.882,6.976159882,
2007/11/2,6976159.882,6.976159882,
2007/11/5,6976159.882,6.976159882,
2007/11/6,6976159.882,6.976159882,
2007/11/7,6976159.882,6.976159882,
2007/11/8,6976159.882,6.976159882,
2007/11/9,6976159.882,6.976159882,
2007/11/12,6976159.882,6.976159882,
2007/11/13,6976159.882,6.976159882,
2007/11/14,6976159.882,6.976159882,
2007/11/15,6976159.882,6.976159882,
2007/11/16,6976159.882,6.976159882,
2007/11/19,6976159.882,6.976159882,
2007/11/20,6976159.882,6.976159882,
2007/11/21,6976159.882,6.976159882,
2007/11/22,6976159.882,6.976159882,
2007/11/23,6976159.882,6.976159882,
2007/11/26,6976159.882,6.976159882,
2007/11/27,6976159.882,6.976159882,
2007/11/28,6976159.882,6.976159882,
2007/11/29,6976159.882,6.976159882,
2007/11/30,6976159.882,6.976159882,
2007/12/3,6976159.882,6.976159882,
2007/12/4,6976159.882,6.976159882,
2007/12/5,6976159.882,6.976159882,
2007/12/6,7061927.546,7.061927546,
2007/12/7,7010470.483,7.010470483,
2007/12/10,7319236.062,7.319236062,
2007/12/11,7210595.462,7.210595462,
2007/12/12,7187724.368,7.187724368,
2007/12/13,7422152.508,7.422152508,
2007/12/14,7793810.93,7.79381093,
2007/12/17,7839550.335,7.839550335,
2007/12/18,8056827.823,8.056827823,
2007/12/19,8091131.912,8.091131912,
2007/12/20,7913880.348,7.913880348,
2007/12/21,7965342.516,7.965342516,
2007/12/24,8039670.673,8.039670673,
2007/12/25,8033955.336,8.033955336,
2007/12/26,8245517.486,8.245517486,
2007/12/27,8377027.789,8.377027789,
2007/12/28,8325569.334,8.325569334,
2008/1/2,8325569.334,8.325569334,
2008/1/3,8742968.089,8.742968089,
2008/1/4,9177524.921,9.177524921,
2008/1/7,9080321.492,9.080321492,
2008/1/8,9068889.889,9.068889889,
2008/1/10,9520599.23,9.52059923,
2008/1/11,9411964.199,9.411964199,
2008/1/14,9543471.717,9.543471717,
2008/1/15,9349070.429,9.349070429,
2008/1/16,9177532.346,9.177532346,
2008/1/17,9143223.11,9.14322311,
2008/1/18,9143223.11,9.14322311,
2008/3/31,9143223.11,9.14322311,
2008/4/1,9143223.11,9.14322311,
2008/4/2,9143223.11,9.14322311,
2008/4/3,9143223.11,9.14322311,
2008/4/7,9158435.02,9.15843502,
2008/4/8,8899828.245,8.899828245,
2008/4/9,9036741.563,9.036741563,
2008/4/10,8717279.417,8.717279417,
2008/4/11,8983494.58,8.98349458,
2008/4/14,8542337.743,8.542337743,
2008/4/15,8177239.47,8.17723947,
2008/4/16,7766504.453,7.766504453,
2008/4/17,7378591.513,7.378591513,
2008/4/18,7378588.482,7.378588482,
2008/4/21,7378588.482,7.378588482,
2008/4/22,7378588.482,7.378588482,
2008/4/23,7733382.587,7.733382587,
2008/4/24,8117136.002,8.117136002,
2008/4/25,8500890.593,8.500890593,
2008/4/28,8681909.216,8.681909216,
2008/4/29,8681909.216,8.681909216,
2008/4/30,9036700.098,9.036700098,
2008/5/5,9485617.89,9.48561789,
2008/5/6,9760766.949,9.760766949,
2008/6/4,9275643.787,9.275643787,
2008/6/5,8812240.908,8.812240908,
2008/6/6,8399526.135,8.399526135,
2008/6/10,7979565.587,7.979565587,
2008/6/11,7595812.759,7.595812759,
2008/6/12,7436519.709,7.436519709,
2008/6/13,7458241.168,7.458241168,
2008/6/16,7834754.097,7.834754097,
2008/6/18,7820275.475,7.820275475,
2008/6/19,7038281.208,7.038281208,
2008/6/20,6415583.516,6.415583516,
2008/6/23,5771165.541,5.771165541,
2008/6/24,5850814.416,5.850814416,
2008/6/25,6104240.253,6.104240253,
2008/6/26,6053553.91,6.05355391,
2008/6/27,5778404.852,5.778404852,
2008/6/30,6002865.217,6.002865217,
2008/7/1,5792884.062,5.792884062,
2008/7/2,5937698.49,5.93769849,
2008/7/3,6046309.898,6.046309898,
2008/7/4,5908739.482,5.908739482,
2008/7/7,6198370.689,6.198370689,
2008/7/8,6125964.65,6.12596465,
2008/7/9,6299742.787,6.299742787,
2008/7/10,6929684.49,6.92968449,
2008/7/11,6632816.323,6.632816323,
2008/7/14,6567653.122,6.567653122,
2008/7/15,6169416.971,6.169416971,
2008/7/16,5894269.675,5.894269675,
2008/7/17,5850825.582,5.850825582,
2008/7/18,6082527.609,6.082527609,
2008/7/21,6249064.083,6.249064083,
2008/7/22,6335953.445,6.335953445,
2008/7/23,6379396.951,6.379396951,
2008/7/24,6516968.542,6.516968542,
2008/7/25,6350429.129,6.350429129,
2008/7/28,6444556.039,6.444556039,
2008/7/29,6227334.397,6.227334397,
2008/7/30,6393869.109,6.393869109,
2008/7/31,6068034.883,6.068034883,
2008/8/1,6154924.833,6.154924833,
2008/8/4,6082516.443,6.082516443,
2008/8/5,6010110.033,6.010110033,
2008/8/6,6010110.033,6.010110033,
2008/8/7,6010110.033,6.010110033,
2008/8/8,6010110.033,6.010110033,
2008/8/11,6010110.033,6.010110033,
2008/8/12,6010110.033,6.010110033,
2008/8/13,6010110.033,6.010110033,
2008/8/14,6010110.033,6.010110033,
2008/8/15,6010110.033,6.010110033,
2008/8/18,6010110.033,6.010110033,
2008/8/19,6010110.033,6.010110033,
2008/8/20,6010110.033,6.010110033,
2008/8/21,6010110.033,6.010110033,
2008/8/22,6010110.033,6.010110033,
2008/8/25,6010110.033,6.010110033,
2008/8/26,6010110.033,6.010110033,
2008/8/27,6010110.033,6.010110033,
2008/8/28,6010110.033,6.010110033,
2008/8/29,6154006.72,6.15400672,
2008/9/1,6340224.136,6.340224136,
2008/9/2,6154008.094,6.154008094,
2008/9/3,6069364.001,6.069364001,
2008/9/4,6094756.13,6.09475613,
2008/9/5,6010114.164,6.010114164,
2008/9/8,6010114.164,6.010114164,
2008/9/9,6010114.164,6.010114164,
2008/9/10,6010114.164,6.010114164,
2008/9/11,6010114.164,6.010114164,
2008/9/12,6010114.164,6.010114164,
2008/9/16,6010114.164,6.010114164,
2008/9/17,6010114.164,6.010114164,
2008/9/18,6010114.164,6.010114164,
2008/9/19,6010114.164,6.010114164,
2008/9/22,6055920.876,6.055920876,
2008/9/23,5542887.76,5.54288776,
2008/9/24,5542887.76,5.54288776,
2008/9/25,5616178.099,5.616178099,
2008/9/26,5680305.891,5.680305891,
2008/10/6,5524566.012,5.524566012,
2008/10/7,5771919.465,5.771919465,
2008/10/8,5762759.892,5.762759892,
2008/10/9,5460438.22,5.46043822,
2008/10/13,4974889.4,4.9748894,
2008/10/14,4755017.268,4.755017268,
2008/10/15,4672566.766,4.672566766,
2008/10/16,4672566.766,4.672566766,
2008/10/17,4672566.766,4.672566766,
2008/10/20,4672566.766,4.672566766,
2008/10/21,4672566.766,4.672566766,
2008/10/22,4672566.766,4.672566766,
2008/10/23,4672566.766,4.672566766,
2008/10/24,4672566.766,4.672566766,
2008/10/27,4672566.766,4.672566766,
2008/10/28,4672566.766,4.672566766,
2008/10/29,4672566.766,4.672566766,
2008/10/30,4672566.766,4.672566766,
2008/11/3,4672566.766,4.672566766,
2008/11/4,4672566.766,4.672566766,
2008/11/5,4672566.766,4.672566766,
2008/11/6,4945122.884,4.945122884,
2008/11/7,5315020.324,5.315020324,
2008/11/10,5850402.075,5.850402075,
2008/11/11,6424718.57,6.42471857,
2008/11/12,6775144.688,6.775144688,
2008/11/13,6745945.409,6.745945409,
2008/11/14,6745945.409,6.745945409,
2008/11/17,7368930.529,7.368930529,
2008/11/19,7563614.515,7.563614515,
2008/11/20,6823818.055,6.823818055,
2008/11/21,6794614.035,6.794614035,
2008/11/24,6132692.591,6.132692591,
2008/11/25,6161895.031,6.161895031,
2008/11/26,6298173.742,6.298173742,
2008/11/27,6473390.356,6.473390356,
2008/11/28,6327379.737,6.327379737,
2008/12/1,6648606.576,6.648606576,
2008/12/2,6609667.092,6.609667092,
2008/12/3,6911423.004,6.911423004,
2008/12/4,6726471.322,6.726471322,
2008/12/5,6794609.295,6.794609295,
2008/12/8,7252112.87,7.25211287,
2008/12/9,7252112.87,7.25211287,
2008/12/10,7232640.363,7.232640363,
2008/12/11,6853007.854,6.853007854,
2008/12/12,6327361.566,6.327361566,
2008/12/15,6424705.139,6.424705139,
2008/12/16,6658327.029,6.658327029,
2008/12/17,6668061.134,6.668061134,
2008/12/18,6668061.134,6.668061134,
2008/12/19,6668061.134,6.668061134,
2008/12/22,6735415.859,6.735415859,
2008/12/23,6735415.859,6.735415859,
2008/12/24,6735415.859,6.735415859,
2008/12/25,6735415.859,6.735415859,
2008/12/26,6735415.859,6.735415859,
2008/12/29,6735415.859,6.735415859,
2008/12/30,6735415.859,6.735415859,
2008/12/31,6735415.859,6.735415859,
2009/1/5,6735415.859,6.735415859,
2009/1/6,6735415.859,6.735415859,
2009/1/7,6735415.859,6.735415859,
2009/1/8,6735415.859,6.735415859,
2009/1/9,6735415.859,6.735415859,
2009/1/12,6613806.509,6.613806509,
2009/1/14,6913155.615,6.913155615,
2009/1/15,6941223.224,6.941223224,
2009/1/16,6875741.248,6.875741248,
2009/1/19,7090899.675,7.090899675,
2009/1/20,7081546.843,7.081546843,
2009/2/2,7100255.545,7.100255545,
2009/2/3,7474441.738,7.474441738,
2009/2/4,7427666.186,7.427666186,
2009/2/5,7109611.414,7.109611414,
2009/2/6,7689597.129,7.689597129,
2009/2/9,7764430.419,7.764430419,
2009/2/10,7755074.55,7.75507455,
2009/2/11,8026358.325,8.026358325,
2009/2/12,8157323.037,8.157323037,
2009/2/13,8971176.64,8.97117664,
2009/2/16,9102145.908,9.102145908,
2009/2/17,8447326.903,8.447326903,
2009/2/18,7914112.944,7.914112944,
2009/2/19,8213461.291,8.213461291,
2009/2/20,8494102.455,8.494102455,
2009/2/23,8821510.818,8.821510818,
2009/2/24,8812158.661,8.812158661,
2009/2/25,8812158.661,8.812158661,
2009/2/26,8812158.661,8.812158661,
2009/2/27,8812158.661,8.812158661,
2009/3/2,8812158.661,8.812158661,
2009/3/3,8812158.661,8.812158661,
2009/3/4,8812158.661,8.812158661,
2009/3/5,8812158.661,8.812158661,
2009/3/6,8812158.661,8.812158661,
2009/3/9,8812158.661,8.812158661,
2009/3/10,8812158.661,8.812158661,
2009/3/11,8812158.661,8.812158661,
2009/3/12,8812158.661,8.812158661,
2009/3/13,8812158.661,8.812158661,
2009/3/16,8812158.661,8.812158661,
2009/3/17,8812158.661,8.812158661,
2009/3/18,8812158.661,8.812158661,
2009/3/19,8948025.638,8.948025638,
2009/3/20,8802454.084,8.802454084,
2009/3/23,8957733.297,8.957733297,
2009/3/24,9433269.928,9.433269928,
2009/3/25,8918913.69,8.91891369,
2009/3/26,8957738.022,8.957738022,
2009/3/30,9054783.1,9.0547831,
2009/3/31,9074196.841,9.074196841,
2009/4/1,9093605.069,9.093605069,
2009/4/2,9404161.919,9.404161919,
2009/4/3,10345522.8,10.3455228,
2009/4/7,11044263.9,11.0442639,
2009/4/8,10559022.76,10.55902276,
2009/4/9,11616845.6,11.6168456,
2009/4/10,12005036.15,12.00503615,
2009/4/13,12072971.64,12.07297164,
2009/4/14,11975918.69,11.97591869,
2009/4/15,12160309.06,12.16030906,
2009/4/16,11849752.21,11.84975221,
2009/4/17,11597428.71,11.59742871,
2009/4/20,11529493.22,11.52949322,
2009/4/21,11694476.94,11.69447694,
2009/4/22,11772116.4,11.7721164,
2009/4/23,11772116.4,11.7721164,
2009/4/24,11772116.4,11.7721164,
2009/4/27,11772116.4,11.7721164,
2009/4/28,11772116.4,11.7721164,
2009/4/29,11772116.4,11.7721164,
2009/4/30,11772116.4,11.7721164,
2009/5/4,11772116.4,11.7721164,
2009/5/5,11772116.4,11.7721164,
2009/5/6,11861520.81,11.86152081,
2009/5/7,11583366.88,11.58336688,
2009/5/8,11354881.14,11.35488114,
2009/5/11,11205877.39,11.20587739,
2009/5/12,11335018.7,11.3350187,
2009/5/13,11374758.08,11.37475808,
2009/5/14,11364829.28,11.36482928,
2009/5/15,12497292.13,12.49729213,
2009/5/19,12239007.08,12.23900708,
2009/5/20,12099926.49,12.09992649,
2009/5/21,12099932.7,12.0999327,
2009/5/22,12099932.7,12.0999327,
2009/5/25,12099932.7,12.0999327,
2009/5/26,12099932.7,12.0999327,
2009/5/27,12099932.7,12.0999327,
2009/6/1,12099932.7,12.0999327,
